,date,state,fips,cases,deaths,epoch_ms
450,2020-03-09,UTAH,49,3,0,1583737200000
451,2020-03-09,VERMONT,50,1,0,1583737200000
452,2020-03-09,VIRGINIA,51,5,0,1583737200000
453,2020-03-09,WASHINGTON,53,179,22,1583737200000
454,2020-03-09,WISCONSIN,55,2,0,1583737200000
455,2020-03-10,ARIZONA,4,6,0,1583823600000
456,2020-03-10,CALIFORNIA,6,179,3,1583823600000
457,2020-03-10,COLORADO,8,17,0,1583823600000
458,2020-03-10,CONNECTICUT,9,2,0,1583823600000
459,2020-03-10,DISTRICTOFCOLUMBIA,11,4,0,1583823600000
460,2020-03-10,FLORIDA,12,23,2,1583823600000
461,2020-03-10,GEORGIA,13,22,0,1583823600000
462,2020-03-10,HAWAII,15,2,0,1583823600000
463,2020-03-10,ILLINOIS,17,19,0,1583823600000
464,2020-03-10,INDIANA,18,6,0,1583823600000
465,2020-03-10,IOWA,19,13,0,1583823600000
466,2020-03-10,KANSAS,20,1,0,1583823600000
467,2020-03-10,KENTUCKY,21,7,0,1583823600000
468,2020-03-10,LOUISIANA,22,6,0,1583823600000
469,2020-03-10,MARYLAND,24,9,0,1583823600000
470,2020-03-10,MASSACHUSETTS,25,92,0,1583823600000
471,2020-03-10,MICHIGAN,26,2,0,1583823600000
472,2020-03-10,MINNESOTA,27,3,0,1583823600000
473,2020-03-10,MISSOURI,29,1,0,1583823600000
474,2020-03-10,NEBRASKA,31,17,0,1583823600000
475,2020-03-10,NEVADA,32,4,0,1583823600000
